region;comuna;sscuenca_dga;cod_estacion;nombre_estacion;zona;altitud (m.s.n.m);temperatura (°C);humedad_relativa (%);presion_atmosferica (hPAS);direccion_viento (°);fuerza_viento (kt);precipitación (mm);radiacion (W/m²);anyo;fecha_hora
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;12.65;85.8;1018.45;105.25;2.125;0.0;;2008.0;2008-06-20 10:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;13.25;83.8;1018.125;107.75;2.375;0.0;;2008.0;2008-06-20 11:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;13.15;83.5;1018.225;101.75;2.25;0.0;;2008.0;2008-06-20 12:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;13.55;82.3;1018.675;98.75;2.8;0.0;;2008.0;2008-06-20 13:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;14.05;79.8;1019.325;98.25;2.8;0.0;;2008.0;2008-06-20 14:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;16.6;75.5;1019.65;82.75;2.65;0.0;;2008.0;2008-06-20 15:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;19.8;61.3;1020.15;33.5;2.825;0.0;;2008.0;2008-06-20 16:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;20.55;56.3;1020.525;165.0;2.225;0.0;;2008.0;2008-06-20 17:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;20.8;55.8;1020.25;286.25;3.4;0.0;;2008.0;2008-06-20 18:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;20.93;54.0;1019.825;255.5;3.225;0.0;;2008.0;2008-06-20 19:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;20.98;53.5;1018.975;242.25;2.975;0.0;;2008.0;2008-06-20 20:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;20.95;;1018.45;191.0;1.85;0.0;;2008.0;2008-06-20 21:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;21.65;54.3;1018.35;221.75;2.5;4.2;;2008.0;2008-06-20 22:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;20.43;57.3;1018.25;217.75;2.325;4.8;;2008.0;2008-06-20 23:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;18.98;64.0;1018.75;86.25;1.575;4.8;;2008.0;2008-06-21 00:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;17.33;72.8;1019.15;96.5;2.575;4.8;;2008.0;2008-06-21 01:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;16.08;77.8;1019.6;104.75;2.425;4.8;;2008.0;2008-06-21 02:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;13.95;84.3;1020.025;93.75;2.025;4.8;;2008.0;2008-06-21 03:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;14.3;85.5;1020.225;104.0;2.45;4.8;;2008.0;2008-06-21 04:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;14.03;86.8;1020.45;96.25;2.025;4.8;;2008.0;2008-06-21 05:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;15.33;82.5;1020.375;97.5;1.8;4.8;;2008.0;2008-06-21 06:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;16.7;71.8;1020.125;85.75;1.775;4.8;;2008.0;2008-06-21 07:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;16.28;75.0;1020.0;87.5;2.25;4.8;;2008.0;2008-06-21 08:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;16.0;72.3;1019.5;73.25;2.075;4.8;;2008.0;2008-06-21 09:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;15.13;75.5;1018.925;88.25;2.1;4.8;;2008.0;2008-06-21 10:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;16.0;73.5;1018.9;79.25;2.175;4.8;;2008.0;2008-06-21 11:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;16.3;74.8;1019.475;67.25;1.2;4.8;;2008.0;2008-06-21 12:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;16.5;72.3;1020.175;149.0;1.825;4.8;;2008.0;2008-06-21 13:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;16.5;73.8;1020.6;91.5;1.55;4.8;;2008.0;2008-06-21 14:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;17.48;74.3;1020.725;52.0;0.925;1.2;;2008.0;2008-06-21 15:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;19.18;60.5;1021.175;108.0;2.125;0.0;;2008.0;2008-06-21 16:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;20.4;49.8;1021.4;180.25;2.825;0.0;;2008.0;2008-06-21 17:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;21.05;47.5;1020.925;183.75;3.875;0.0;;2008.0;2008-06-21 18:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;21.28;46.3;1020.3;88.75;4.175;0.0;;2008.0;2008-06-21 19:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;21.35;49.0;1019.625;216.75;4.825;0.0;;2008.0;2008-06-21 20:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;21.28;47.3;1019.0;275.75;4.175;0.0;;2008.0;2008-06-21 21:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;21.33;46.5;1018.825;286.0;3.375;0.0;;2008.0;2008-06-21 22:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;20.8;49.5;1018.875;283.5;2.9;0.0;;2008.0;2008-06-21 23:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;19.13;58.8;1019.25;197.75;1.3;0.0;;2008.0;2008-06-22 00:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;15.93;74.5;1019.675;100.75;2.0;0.0;;2008.0;2008-06-22 01:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;14.2;82.3;1020.0;93.0;1.9;0.0;;2008.0;2008-06-22 02:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;14.65;78.5;1020.075;103.5;2.35;0.0;;2008.0;2008-06-22 03:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;15.7;76.8;1020.15;102.0;1.875;0.0;;2008.0;2008-06-22 04:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;15.68;82.0;1020.1;95.5;1.6;0.0;;2008.0;2008-06-22 05:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;15.93;83.3;1019.925;84.75;1.525;0.0;;2008.0;2008-06-22 06:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;14.73;85.8;1019.475;102.5;1.7;0.0;;2008.0;2008-06-22 07:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;14.4;88.5;1019.2;110.5;1.325;0.0;;2008.0;2008-06-22 08:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;14.6;88.3;1018.775;108.75;1.375;0.0;;2008.0;2008-06-22 09:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;14.95;87.8;1018.6;147.25;1.625;0.0;;2008.0;2008-06-22 10:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;15.15;86.3;1018.3;135.75;2.25;0.0;;2008.0;2008-06-22 11:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;15.38;85.3;1018.275;108.0;1.875;0.0;;2008.0;2008-06-22 12:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;14.18;87.8;1018.2;119.75;2.15;0.0;;2008.0;2008-06-22 13:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;13.18;89.5;1018.6;89.0;2.225;0.0;;2008.0;2008-06-22 14:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;16.2;85.3;1018.925;49.0;2.025;0.0;;2008.0;2008-06-22 15:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;20.18;63.8;1019.0;143.0;2.7;0.0;;2008.0;2008-06-22 16:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;19.83;65.5;1019.0;127.75;2.3;0.0;;2008.0;2008-06-22 17:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;20.48;61.5;1018.575;147.5;1.925;0.0;;2008.0;2008-06-22 18:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;21.03;61.3;1018.15;196.75;3.25;0.0;;2008.0;2008-06-22 19:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;20.95;60.0;1017.475;210.75;3.175;0.0;;2008.0;2008-06-22 20:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;20.83;61.8;1017.05;215.5;2.975;0.0;;2008.0;2008-06-22 21:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;20.6;62.5;1016.7;195.5;2.075;0.0;;2008.0;2008-06-22 22:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;20.05;63.3;1016.75;205.75;1.75;0.0;;2008.0;2008-06-22 23:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;19.15;69.5;1016.875;147.0;1.75;0.0;;2008.0;2008-06-23 00:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;16.88;78.5;1017.175;156.0;1.2;0.0;;2008.0;2008-06-23 01:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;15.48;83.3;1017.95;114.5;1.85;0.0;;2008.0;2008-06-23 02:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;14.13;87.5;1018.075;91.5;1.825;0.0;;2008.0;2008-06-23 03:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;13.68;89.0;1017.55;87.5;2.175;0.0;;2008.0;2008-06-23 04:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;13.0;91.3;1017.6;98.0;2.075;0.0;;2008.0;2008-06-23 05:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;13.18;92.3;1017.25;117.0;1.55;0.0;;2008.0;2008-06-23 06:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;13.38;92.8;1017.3;119.0;1.65;0.0;;2008.0;2008-06-23 07:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;13.83;92.3;1017.15;128.75;2.125;0.0;;2008.0;2008-06-23 08:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;14.95;89.5;1017.2;133.0;2.025;0.0;;2008.0;2008-06-23 09:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;14.1;89.5;1017.0;129.0;2.05;0.0;;2008.0;2008-06-23 10:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;13.33;90.5;1016.675;123.25;1.8;0.0;;2008.0;2008-06-23 11:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;12.68;92.8;1016.35;108.25;1.9;0.0;;2008.0;2008-06-23 12:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;12.18;93.3;1016.35;94.25;1.9;0.0;;2008.0;2008-06-23 13:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;12.65;94.3;1016.775;98.5;1.55;0.0;;2008.0;2008-06-23 14:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;16.75;87.3;1017.375;74.0;1.925;0.0;;2008.0;2008-06-23 15:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;19.75;70.3;1017.8;81.5;1.925;0.0;;2008.0;2008-06-23 16:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;20.15;68.3;1017.875;178.0;2.55;0.0;;2008.0;2008-06-23 17:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;20.2;68.3;1017.825;200.75;3.35;0.0;;2008.0;2008-06-23 18:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;19.78;69.5;1017.3;199.75;2.825;0.0;;2008.0;2008-06-23 19:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;21.05;66.0;1016.75;62.0;4.7;0.0;;2008.0;2008-06-23 20:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;20.2;67.5;1016.45;76.25;3.1;0.0;;2008.0;2008-06-23 21:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;20.2;67.8;1016.35;54.5;3.225;0.0;;2008.0;2008-06-23 22:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;19.65;71.0;1016.275;78.0;4.025;0.0;;2008.0;2008-06-23 23:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;18.55;77.3;1016.325;57.25;1.925;0.0;;2008.0;2008-06-24 00:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;16.88;84.8;1016.9;112.25;1.6;0.0;;2008.0;2008-06-24 01:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;15.55;89.0;1017.075;98.0;1.825;0.0;;2008.0;2008-06-24 02:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;15.5;89.0;1017.3;85.5;2.9;0.0;;2008.0;2008-06-24 03:00:00
